inputs_as_bytes,gswitch_recv_rate,distribution_trace_base_dir,tor_inbuffer_size,message_size,scattercast,tor_send_rate,latency,gswitch_inbuffer_size,horovod,num_gswitches,use_multicast,json,multi_step,in_network_computation,fwd_pass_time,worker_send_rate,worker_inbuffer_size,step_num,butterfly,num_ps,worker_receive_time,real_distribution,striping,worker_recv_rate,num_workers,max_param_size,iteration_time,MTU,latency_std,ps_send_rate,on_same_rack,topology,fat_tree,verbosity,gswitch_send_rate,tor_recv_rate,ps_inbuffer_size,gradient_size,trace_base_dir,timeout,ps_recv_rate,forward_pass_as_bytes,latency_distribution,model_name,optimal_param_distribution
0,10.0,distribution_csv/inception-v3_alternate_25/,-1,-1.0,0,200.0,1e-05,-1,0,4,0,json/inception-v3_alternate_25_param_ps_assignment.json,1,1,0.376,25.0,-1,43,0,1,"[3.147900355840903, 3.151046083840903, 3.1541918118409034, 3.1573375398409036, 3.160483267840904, 3.163628995840904, 3.1667747238409043, 3.1699204518409045, 3.1730661798409048, 3.176211907840905, 3.1793576358409052, 3.1825033638409055, 3.1856490918409057, 3.188794819840906, 3.191940547840906, 3.1950862758409064, 3.1982320038409067, 3.201377731840907, 3.204523459840907, 3.2076691878409074, 3.2108149158409076, 3.213960643840908, 3.217106371840908, 3.2202520998409083, 3.2233978278409086, 3.226543555840909, 3.229689283840909, 3.2328350118409093, 3.2359807398409095, 3.2391264678409097, 3.24227219584091, 3.24541792384091]",0,1,25.0,32,-1.0,4.266711495680909,12000000.0,0.0002,25.0,1,,1,0,10.0,200.0,-1,0.0,csv/inception-v3_alternate_25/,3000.0,25.0,1,none,inception-v3_alternate_25,0
0,10.0,distribution_csv/inception-v3_alternate_25/,-1,-1.0,0,200.0,1e-05,-1,0,4,1,json/inception-v3_alternate_25_param_ps_assignment.json,1,1,0.376,25.0,-1,43,0,1,"[0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998]",0,1,25.0,32,-1.0,1.43273451648,12000000.0,0.0002,25.0,1,,1,0,10.0,200.0,-1,0.0,csv/inception-v3_alternate_25/,3000.0,25.0,1,none,inception-v3_alternate_25,0
0,10.0,distribution_csv/inception-v3_alternate_25/,-1,-1.0,0,200.0,1e-05,-1,0,4,0,json/inception-v3_alternate_25_param_ps_assignment.json,1,0,0.376,25.0,-1,44,0,1,"[3.147900355840903, 3.151046083840903, 3.1541918118409034, 3.1573375398409036, 3.160483267840904, 3.163628995840904, 3.1667747238409043, 3.1699204518409045, 3.1730661798409048, 3.176211907840905, 3.1793576358409052, 3.1825033638409055, 3.1856490918409057, 3.188794819840906, 3.191940547840906, 3.1950862758409064, 3.1982320038409067, 3.201377731840907, 3.204523459840907, 3.2076691878409074, 3.2108149158409076, 3.213960643840908, 3.217106371840908, 3.2202520998409083, 3.2233978278409086, 3.226543555840909, 3.229689283840909, 3.2328350118409093, 3.2359807398409095, 3.2391264678409097, 3.24227219584091, 3.24541792384091]",0,1,25.0,32,-1.0,6.230863019519543,12000000.0,0.0002,25.0,1,,1,0,10.0,200.0,-1,0.0,csv/inception-v3_alternate_25/,3000.0,25.0,1,none,inception-v3_alternate_25,0
0,10.0,distribution_csv/inception-v3_alternate_25/,-1,-1.0,0,200.0,1e-05,-1,0,4,1,json/inception-v3_alternate_25_param_ps_assignment.json,1,0,0.376,25.0,-1,44,0,1,"[0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998]",0,1,25.0,32,-1.0,3.46735698047931,12000000.0,0.0002,25.0,1,,1,0,10.0,200.0,-1,0.0,csv/inception-v3_alternate_25/,3000.0,25.0,1,none,inception-v3_alternate_25,0
0,10.0,distribution_csv/inception-v3_alternate_25/,-1,-1.0,0,200.0,1e-05,-1,0,4,0,json/inception-v3_alternate_25_param_ps_assignment.json,1,1,0.376,25.0,-1,44,0,1,"[3.147900355840903, 3.151046083840903, 3.1541918118409034, 3.1573375398409036, 3.160483267840904, 3.163628995840904, 3.1667747238409043, 3.1699204518409045, 3.1730661798409048, 3.176211907840905, 3.1793576358409052, 3.1825033638409055, 3.1856490918409057, 3.188794819840906, 3.191940547840906, 3.1950862758409064, 3.1982320038409067, 3.201377731840907, 3.204523459840907, 3.2076691878409074, 3.2108149158409076, 3.213960643840908, 3.217106371840908, 3.2202520998409083, 3.2233978278409086, 3.226543555840909, 3.229689283840909, 3.2328350118409093, 3.2359807398409095, 3.2391264678409097, 3.24227219584091, 3.24541792384091]",0,1,25.0,32,-1.0,4.096002951680909,12000000.0,0.0002,25.0,1,,1,0,10.0,200.0,-1,0.0,csv/inception-v3_alternate_25/,3000.0,25.0,1,none,inception-v3_alternate_25,0
0,10.0,distribution_csv/inception-v3_alternate_25/,-1,-1.0,0,200.0,1e-05,-1,0,4,1,json/inception-v3_alternate_25_param_ps_assignment.json,1,1,0.376,25.0,-1,44,0,1,"[0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998]",0,1,25.0,32,-1.0,1.3287345164800002,12000000.0,0.0002,25.0,1,,1,0,10.0,200.0,-1,0.0,csv/inception-v3_alternate_25/,3000.0,25.0,1,none,inception-v3_alternate_25,0
0,10.0,distribution_csv/inception-v3_alternate_25/,-1,-1.0,0,200.0,1e-05,-1,0,4,0,json/inception-v3_alternate_25_param_ps_assignment.json,1,0,0.376,25.0,-1,45,0,1,"[3.147900355840903, 3.151046083840903, 3.1541918118409034, 3.1573375398409036, 3.160483267840904, 3.163628995840904, 3.1667747238409043, 3.1699204518409045, 3.1730661798409048, 3.176211907840905, 3.1793576358409052, 3.1825033638409055, 3.1856490918409057, 3.188794819840906, 3.191940547840906, 3.1950862758409064, 3.1982320038409067, 3.201377731840907, 3.204523459840907, 3.2076691878409074, 3.2108149158409076, 3.213960643840908, 3.217106371840908, 3.2202520998409083, 3.2233978278409086, 3.226543555840909, 3.229689283840909, 3.2328350118409093, 3.2359807398409095, 3.2391264678409097, 3.24227219584091, 3.24541792384091]",0,1,25.0,32,-1.0,6.227275166719528,12000000.0,0.0002,25.0,1,,1,0,10.0,200.0,-1,0.0,csv/inception-v3_alternate_25/,3000.0,25.0,1,none,inception-v3_alternate_25,0
0,10.0,distribution_csv/inception-v3_alternate_25/,-1,-1.0,0,200.0,1e-05,-1,0,4,1,json/inception-v3_alternate_25_param_ps_assignment.json,1,0,0.376,25.0,-1,45,0,1,"[0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998]",0,1,25.0,32,-1.0,3.476149290239317,12000000.0,0.0002,25.0,1,,1,0,10.0,200.0,-1,0.0,csv/inception-v3_alternate_25/,3000.0,25.0,1,none,inception-v3_alternate_25,0
0,10.0,distribution_csv/inception-v3_alternate_25/,-1,-1.0,0,200.0,1e-05,-1,0,4,0,json/inception-v3_alternate_25_param_ps_assignment.json,1,1,0.376,25.0,-1,45,0,1,"[3.147900355840903, 3.151046083840903, 3.1541918118409034, 3.1573375398409036, 3.160483267840904, 3.163628995840904, 3.1667747238409043, 3.1699204518409045, 3.1730661798409048, 3.176211907840905, 3.1793576358409052, 3.1825033638409055, 3.1856490918409057, 3.188794819840906, 3.191940547840906, 3.1950862758409064, 3.1982320038409067, 3.201377731840907, 3.204523459840907, 3.2076691878409074, 3.2108149158409076, 3.213960643840908, 3.217106371840908, 3.2202520998409083, 3.2233978278409086, 3.226543555840909, 3.229689283840909, 3.2328350118409093, 3.2359807398409095, 3.2391264678409097, 3.24227219584091, 3.24541792384091]",0,1,25.0,32,-1.0,4.167148679680909,12000000.0,0.0002,25.0,1,,1,0,10.0,200.0,-1,0.0,csv/inception-v3_alternate_25/,3000.0,25.0,1,none,inception-v3_alternate_25,0
0,10.0,distribution_csv/inception-v3_alternate_25/,-1,-1.0,0,200.0,1e-05,-1,0,4,1,json/inception-v3_alternate_25_param_ps_assignment.json,1,1,0.376,25.0,-1,45,0,1,"[0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998]",0,1,25.0,32,-1.0,1.29973451648,12000000.0,0.0002,25.0,1,,1,0,10.0,200.0,-1,0.0,csv/inception-v3_alternate_25/,3000.0,25.0,1,none,inception-v3_alternate_25,0
0,10.0,distribution_csv/inception-v3_alternate_25/,-1,-1.0,0,200.0,1e-05,-1,0,4,0,json/inception-v3_alternate_25_param_ps_assignment.json,1,0,0.376,25.0,-1,46,0,1,"[3.147900355840903, 3.151046083840903, 3.1541918118409034, 3.1573375398409036, 3.160483267840904, 3.163628995840904, 3.1667747238409043, 3.1699204518409045, 3.1730661798409048, 3.176211907840905, 3.1793576358409052, 3.1825033638409055, 3.1856490918409057, 3.188794819840906, 3.191940547840906, 3.1950862758409064, 3.1982320038409067, 3.201377731840907, 3.204523459840907, 3.2076691878409074, 3.2108149158409076, 3.213960643840908, 3.217106371840908, 3.2202520998409083, 3.2233978278409086, 3.226543555840909, 3.229689283840909, 3.2328350118409093, 3.2359807398409095, 3.2391264678409097, 3.24227219584091, 3.24541792384091]",0,1,25.0,32,-1.0,6.235565306879533,12000000.0,0.0002,25.0,1,,1,0,10.0,200.0,-1,0.0,csv/inception-v3_alternate_25/,3000.0,25.0,1,none,inception-v3_alternate_25,0
0,10.0,distribution_csv/inception-v3_alternate_25/,-1,-1.0,0,200.0,1e-05,-1,0,4,1,json/inception-v3_alternate_25_param_ps_assignment.json,1,0,0.376,25.0,-1,46,0,1,"[0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998]",0,1,25.0,32,-1.0,3.4801528844793093,12000000.0,0.0002,25.0,1,,1,0,10.0,200.0,-1,0.0,csv/inception-v3_alternate_25/,3000.0,25.0,1,none,inception-v3_alternate_25,0
0,10.0,distribution_csv/inception-v3_alternate_25/,-1,-1.0,0,200.0,1e-05,-1,0,4,0,json/inception-v3_alternate_25_param_ps_assignment.json,1,1,0.376,25.0,-1,46,0,1,"[3.147900355840903, 3.151046083840903, 3.1541918118409034, 3.1573375398409036, 3.160483267840904, 3.163628995840904, 3.1667747238409043, 3.1699204518409045, 3.1730661798409048, 3.176211907840905, 3.1793576358409052, 3.1825033638409055, 3.1856490918409057, 3.188794819840906, 3.191940547840906, 3.1950862758409064, 3.1982320038409067, 3.201377731840907, 3.204523459840907, 3.2076691878409074, 3.2108149158409076, 3.213960643840908, 3.217106371840908, 3.2202520998409083, 3.2233978278409086, 3.226543555840909, 3.229689283840909, 3.2328350118409093, 3.2359807398409095, 3.2391264678409097, 3.24227219584091, 3.24541792384091]",0,1,25.0,32,-1.0,4.1459828556809075,12000000.0,0.0002,25.0,1,,1,0,10.0,200.0,-1,0.0,csv/inception-v3_alternate_25/,3000.0,25.0,1,none,inception-v3_alternate_25,0
0,10.0,distribution_csv/inception-v3_alternate_25/,-1,-1.0,0,200.0,1e-05,-1,0,4,1,json/inception-v3_alternate_25_param_ps_assignment.json,1,1,0.376,25.0,-1,46,0,1,"[0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998, 0.1019036851199998]",0,1,25.0,32,-1.0,1.32773451648,12000000.0,0.0002,25.0,1,,1,0,10.0,200.0,-1,0.0,csv/inception-v3_alternate_25/,3000.0,25.0,1,none,inception-v3_alternate_25,0
0,10.0,distribution_csv/inception-v3_alternate_25/,-1,-1.0,0,200.0,1e-05,-1,0,4,0,json/inception-v3_alternate_25_param_ps_assignment.json,1,0,0.376,25.0,-1,47,0,1,"[3.147900355840903, 3.151046083840903, 3.1541918118409034, 3.1573375398409036, 3.160483267840904, 3.163628995840904, 3.1667747238409043, 3.1699204518409045, 3.1730661798409048, 3.176211907840905, 3.1793576358409052, 3.1825033638409055, 3.1856490918409057, 3.188794819840906, 3.191940547840906, 3.1950862758409064, 3.1982320038409067, 3.201377731840907, 3.204523459840907, 3.2076691878409074, 3.2108149158409076, 3.213960643840908, 3.217106371840908, 3.2202520998409083, 3.2233978278409086, 3.226543555840909, 3.229689283840909, 3.2328350118409093, 3.2359807398409095, 3.2391264678409097, 3.24227219584091, 3.24541792384091]",0,1,25.0,32,-1.0,6.233421790719537,12000000.0,0.0002,25.0,1,,1,0,10.0,200.0,-1,0.0,csv/inception-v3_alternate_25/,3000.0,25.0,1,none,inception-v3_alternate_25,0
