"relative_time, bits_sent, raw_edgename"
0.0,2048.0,vgg/conv0/BatchNorm/moments/Squeeze
44.0,2048.0,vgg/conv1/BatchNorm/moments/Squeeze
45.0,2048.0,vgg/conv1/BatchNorm/moments/Squeeze_1
127.0,4096.0,vgg/conv2/BatchNorm/moments/Squeeze_1
127.0,4096.0,vgg/conv2/BatchNorm/moments/Squeeze
148.0,4096.0,vgg/conv3/BatchNorm/moments/Squeeze_1
148.0,4096.0,vgg/conv3/BatchNorm/moments/Squeeze
210.0,8192.0,vgg/conv4/BatchNorm/moments/Squeeze_1
210.0,8192.0,vgg/conv4/BatchNorm/moments/Squeeze
232.0,8192.0,vgg/conv5/BatchNorm/moments/Squeeze_1
232.0,8192.0,vgg/conv5/BatchNorm/moments/Squeeze
258.0,8192.0,vgg/conv6/BatchNorm/moments/Squeeze_1
258.0,8192.0,vgg/conv6/BatchNorm/moments/Squeeze
286.0,16384.0,vgg/conv7/BatchNorm/moments/Squeeze
287.0,16384.0,vgg/conv7/BatchNorm/moments/Squeeze_1
303.0,16384.0,vgg/conv8/BatchNorm/moments/Squeeze_1
303.0,16384.0,vgg/conv8/BatchNorm/moments/Squeeze
322.0,16384.0,vgg/conv9/BatchNorm/moments/Squeeze_1
322.0,16384.0,vgg/conv9/BatchNorm/moments/Squeeze
344.0,16384.0,vgg/conv10/BatchNorm/moments/Squeeze
345.0,16384.0,vgg/conv10/BatchNorm/moments/Squeeze_1
354.0,16384.0,vgg/conv11/BatchNorm/moments/Squeeze_1
354.0,16384.0,vgg/conv11/BatchNorm/moments/Squeeze
363.0,16384.0,vgg/conv12/BatchNorm/moments/Squeeze_1
363.0,16384.0,vgg/conv12/BatchNorm/moments/Squeeze
8925.0,32032.0,gradients/vgg/logits/xw_plus_b_grad/tuple/control_dependency_1
8925.0,131072.0,gradients/vgg/fc2/xw_plus_b_grad/tuple/control_dependency_1
8925.0,131203072.0,gradients/AddN
8926.0,131072.0,gradients/vgg/fc1/xw_plus_b_grad/tuple/control_dependency_1
8926.0,536870912.0,gradients/AddN_1
8926.0,5435817984.0,gradients/AddN_2
8927.0,16384.0,gradients/vgg/conv12/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
8928.0,16384.0,gradients/vgg/conv11/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
8928.0,75497472.0,gradients/AddN_5
8929.0,75497472.0,gradients/AddN_8
8930.0,16384.0,gradients/vgg/conv10/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
8931.0,16384.0,gradients/vgg/conv9/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
8931.0,75497472.0,gradients/AddN_11
8933.0,16384.0,gradients/vgg/conv8/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
8933.0,75497472.0,gradients/AddN_14
8934.0,16384.0,gradients/vgg/conv7/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
8934.0,75497472.0,gradients/AddN_17
8935.0,37748736.0,gradients/AddN_20
8936.0,8192.0,gradients/vgg/conv6/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
8937.0,8192.0,gradients/vgg/conv5/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
8937.0,18874368.0,gradients/AddN_23
8938.0,8192.0,gradients/vgg/conv4/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
8938.0,18874368.0,gradients/AddN_26
8939.0,9437184.0,gradients/AddN_29
8940.0,4096.0,gradients/vgg/conv3/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
8940.0,4718592.0,gradients/AddN_32
8941.0,4096.0,gradients/vgg/conv2/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
8942.0,2048.0,gradients/vgg/conv1/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
8942.0,2359296.0,gradients/AddN_35
8943.0,1179648.0,gradients/AddN_38
8944.0,2048.0,gradients/vgg/conv0/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
8945.0,55296.0,gradients/AddN_41
