"relative_time, bits_sent, raw_edgename"
0.0,32032.0,gradients/vgg/logits/xw_plus_b_grad/tuple/control_dependency_1
0.0,131203072.0,gradients/AddN
1.0,131072.0,gradients/vgg/fc2/xw_plus_b_grad/tuple/control_dependency_1
2.0,131072.0,gradients/vgg/fc1/xw_plus_b_grad/tuple/control_dependency_1
2.0,536870912.0,gradients/AddN_1
3.0,5435817984.0,gradients/AddN_2
4.0,16384.0,gradients/vgg/conv12/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
6.0,75497472.0,gradients/AddN_5
7.0,16384.0,gradients/vgg/conv11/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
9.0,75497472.0,gradients/AddN_8
10.0,16384.0,gradients/vgg/conv10/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
12.0,75497472.0,gradients/AddN_11
13.0,16384.0,gradients/vgg/conv9/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
15.0,75497472.0,gradients/AddN_14
16.0,16384.0,gradients/vgg/conv8/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
18.0,75497472.0,gradients/AddN_17
20.0,16384.0,gradients/vgg/conv7/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
22.0,37748736.0,gradients/AddN_20
23.0,8192.0,gradients/vgg/conv6/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
25.0,18874368.0,gradients/AddN_23
26.0,8192.0,gradients/vgg/conv5/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
28.0,18874368.0,gradients/AddN_26
29.0,8192.0,gradients/vgg/conv4/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
31.0,9437184.0,gradients/AddN_29
32.0,4096.0,gradients/vgg/conv3/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
34.0,4718592.0,gradients/AddN_32
35.0,4096.0,gradients/vgg/conv2/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
37.0,2359296.0,gradients/AddN_35
38.0,2048.0,gradients/vgg/conv1/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
40.0,1179648.0,gradients/AddN_38
41.0,2048.0,gradients/vgg/conv0/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
43.0,55296.0,gradients/AddN_41
