MTU,butterfly,distribution_trace_base_dir,fat_tree,forward_pass_as_bytes,fwd_pass_time,gpu_speedup,gradient_size,gswitch_inbuffer_size,gswitch_recv_rate,gswitch_send_rate,horovod,in_network_computation,inputs_as_bytes,iteration_time,json,latency,latency_distribution,latency_std,max_param_size,message_size,model_name,multi_step,num_gswitches,num_ps,num_workers,on_same_rack,optimal_param_distribution,ps_inbuffer_size,ps_recv_rate,ps_send_rate,real_distribution,scattercast,step_num,striping,timeout,topology,tor_inbuffer_size,tor_recv_rate,tor_send_rate,trace_base_dir,use_multicast,verbosity,worker_inbuffer_size,worker_receive_time,worker_recv_rate,worker_send_rate
12000000.0,0,distribution_csv/inception-v3/,1,1,0.176,1.0,0.0,-1,10.0,10.0,0,1,0,0.6274839488000001,json/inception-v3_param_ps_assignment.json,1e-05,none,0.0002,-1.0,1000000.0,inception-v3,1,4,8,32,1,0,-1,10.0,10.0,0,0,42,1,3000.0,,-1,100.0,100.0,csv/inception-v3/,1,0,-1,"[0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003]",10.0,10.0
12000000.0,0,distribution_csv/inception-v3/,1,1,0.176,1.0,0.0,-1,10.0,10.0,1,0,0,0.5672680703999929,json/inception-v3_param_ps_assignment.json,1e-05,none,0.0002,-1.0,1000000.0,inception-v3,1,4,0,32,1,0,-1,10.0,10.0,0,0,42,1,3000.0,,-1,100.0,100.0,csv/inception-v3/,0,0,-1,[],10.0,10.0
12000000.0,0,distribution_csv/inception-v3/,1,1,0.176,1.0,0.0,-1,10.0,10.0,1,0,0,0.5262637696000001,json/inception-v3_param_ps_assignment.json,1e-05,none,0.0002,-1.0,1000000.0,inception-v3,1,4,0,32,1,0,-1,10.0,10.0,0,0,42,1,3000.0,,-1,100.0,100.0,csv/inception-v3/,1,0,-1,[],10.0,10.0
12000000.0,1,distribution_csv/inception-v3/,1,1,0.176,1.0,0.0,-1,10.0,10.0,1,0,0,0.555527648,json/inception-v3_param_ps_assignment.json,1e-05,none,0.0002,-1.0,1000000.0,inception-v3,1,4,0,32,1,0,-1,10.0,10.0,0,0,42,1,3000.0,,-1,100.0,100.0,csv/inception-v3/,0,0,-1,[],10.0,10.0
12000000.0,0,distribution_csv/inception-v3/,1,1,0.176,1.0,0.0,-1,10.0,10.0,0,1,0,3.0211428991998504,json/inception-v3_param_ps_assignment.json,1e-05,none,0.0002,-1.0,1000000.0,inception-v3,1,4,1,32,1,0,-1,10.0,10.0,0,0,43,1,3000.0,,-1,100.0,100.0,csv/inception-v3/,0,0,-1,"[2.391187769599879, 2.399052089599878, 2.406916409599877, 2.414780729599876, 2.422645049599875, 2.430509369599874, 2.438373689599873, 2.446238009599872, 2.454102329599871, 2.46196664959987, 2.4698309695998693, 2.4776952895998683, 2.4855596095998673, 2.4934239295998664, 2.5012882495998654, 2.5091525695998644, 2.5170168895998635, 2.5248812095998625, 2.5327455295998615, 2.5406098495998606, 2.5484741695998596, 2.5563384895998587, 2.5642028095998577, 2.5720671295998567, 2.5799314495998558, 2.587795769599855, 2.595660089599854, 2.603524409599853, 2.611388729599852, 2.619253049599851, 2.62711736959985, 2.634981689599849]",10.0,10.0
12000000.0,0,distribution_csv/inception-v3/,1,1,0.176,1.0,0.0,-1,10.0,10.0,0,1,0,1.2066945888000045,json/inception-v3_param_ps_assignment.json,1e-05,none,0.0002,-1.0,1000000.0,inception-v3,1,4,8,32,1,0,-1,10.0,10.0,0,0,43,1,3000.0,,-1,100.0,100.0,csv/inception-v3/,0,0,-1,"[0.812668966400003, 0.812668969600003, 0.812668972800003, 0.8126689792000031, 0.8126689824000032, 0.8126689856000032, 0.8126689888000033, 0.8126689920000033, 0.8126689952000034, 0.8126689984000034, 0.8126690016000034, 0.8126690048000035, 0.8126690080000035, 0.8126690112000036, 0.8126690144000036, 0.8126690176000037, 0.8126690208000037, 0.8126690240000037, 0.8126690272000038, 0.8126690304000038, 0.8126690336000039, 0.8126690368000039, 0.812669040000004, 0.812669043200004, 0.812669046400004, 0.8126690496000041, 0.8126690528000041, 0.8126690560000042, 0.8126690592000042, 0.8126690624000042, 0.8126690656000043, 0.8138688640000016]",10.0,10.0
12000000.0,0,distribution_csv/inception-v3/,1,1,0.176,1.0,0.0,-1,10.0,10.0,0,1,0,0.6192762912,json/inception-v3_param_ps_assignment.json,1e-05,none,0.0002,-1.0,1000000.0,inception-v3,1,4,1,32,1,0,-1,10.0,10.0,0,0,43,1,3000.0,,-1,100.0,100.0,csv/inception-v3/,1,0,-1,"[0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022, 0.08352505280000022]",10.0,10.0
12000000.0,0,distribution_csv/inception-v3/,1,1,0.176,1.0,0.0,-1,10.0,10.0,0,1,0,0.6424839488000003,json/inception-v3_param_ps_assignment.json,1e-05,none,0.0002,-1.0,1000000.0,inception-v3,1,4,8,32,1,0,-1,10.0,10.0,0,0,43,1,3000.0,,-1,100.0,100.0,csv/inception-v3/,1,0,-1,"[0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003, 0.0877087744000003]",10.0,10.0
12000000.0,0,distribution_csv/inception-v3/,1,1,0.176,1.0,0.0,-1,10.0,10.0,1,0,0,0.5822030335999874,json/inception-v3_param_ps_assignment.json,1e-05,none,0.0002,-1.0,1000000.0,inception-v3,1,4,0,32,1,0,-1,10.0,10.0,0,0,43,1,3000.0,,-1,100.0,100.0,csv/inception-v3/,0,0,-1,[],10.0,10.0
12000000.0,0,distribution_csv/inception-v3/,1,1,0.176,1.0,0.0,-1,10.0,10.0,1,0,0,0.5615696831999955,json/inception-v3_param_ps_assignment.json,1e-05,none,0.0002,-1.0,1000000.0,inception-v3,1,4,0,32,1,0,-1,10.0,10.0,0,0,43,1,3000.0,,-1,100.0,100.0,csv/inception-v3/,1,0,-1,[],10.0,10.0
12000000.0,1,distribution_csv/inception-v3/,1,1,0.176,1.0,0.0,-1,10.0,10.0,1,0,0,0.5673558623999554,json/inception-v3_param_ps_assignment.json,1e-05,none,0.0002,-1.0,1000000.0,inception-v3,1,4,0,32,1,0,-1,10.0,10.0,0,0,43,1,3000.0,,-1,100.0,100.0,csv/inception-v3/,0,0,-1,[],10.0,10.0
12000000.0,0,distribution_csv/inception-v3/,1,1,0.176,1.0,0.0,-1,10.0,10.0,0,1,0,2.955092659199857,json/inception-v3_param_ps_assignment.json,1e-05,none,0.0002,-1.0,1000000.0,inception-v3,1,4,1,32,1,0,-1,10.0,10.0,0,0,44,1,3000.0,,-1,100.0,100.0,csv/inception-v3/,0,0,-1,"[2.391187769599879, 2.399052089599878, 2.406916409599877, 2.414780729599876, 2.422645049599875, 2.430509369599874, 2.438373689599873, 2.446238009599872, 2.454102329599871, 2.46196664959987, 2.4698309695998693, 2.4776952895998683, 2.4855596095998673, 2.4934239295998664, 2.5012882495998654, 2.5091525695998644, 2.5170168895998635, 2.5248812095998625, 2.5327455295998615, 2.5406098495998606, 2.5484741695998596, 2.5563384895998587, 2.5642028095998577, 2.5720671295998567, 2.5799314495998558, 2.587795769599855, 2.595660089599854, 2.603524409599853, 2.611388729599852, 2.619253049599851, 2.62711736959985, 2.634981689599849]",10.0,10.0
12000000.0,0,distribution_csv/inception-v3/,1,1,0.176,1.0,0.0,-1,10.0,10.0,0,1,0,1.1956945920000046,json/inception-v3_param_ps_assignment.json,1e-05,none,0.0002,-1.0,1000000.0,inception-v3,1,4,8,32,1,0,-1,10.0,10.0,0,0,44,1,3000.0,,-1,100.0,100.0,csv/inception-v3/,0,0,-1,"[0.812668966400003, 0.812668969600003, 0.812668972800003, 0.8126689760000031, 0.8126689792000031, 0.8126689824000032, 0.8126689856000032, 0.8126689888000033, 0.8126689920000033, 0.8126689952000034, 0.8126689984000034, 0.8126690016000034, 0.8126690048000035, 0.8126690080000035, 0.8126690112000036, 0.8126690176000037, 0.8126690208000037, 0.8126690240000037, 0.8126690272000038, 0.8126690304000038, 0.8126690336000039, 0.8126690368000039, 0.812669040000004, 0.812669043200004, 0.812669046400004, 0.8126690496000041, 0.8126690528000041, 0.8126690560000042, 0.8126690592000042, 0.8126690624000042, 0.8126690656000043, 0.8138688640000016]",10.0,10.0
